## log(Us)        xid       nh        (C/O)/(C/O)sol         mup      [OII]3727           Hb           [OIII]4959           [OIII]5007           [NII]6548           Ha           [NII]6584           [SII]6717           [SII]6731           NV1240           CIV1548           CIV1551           HeII1640           OIII]1661           OIII]1666           [SiIII]1883           SiIII]1888           CIII]1908 
 
   -1.0           0.1       100           1.40               100      1.954e+05        4.917e+05        5.998e+05           1.805e+06            1.509e+04        1.517e+06       4.454e+04           1.013e+04           7.979e+03           7.151e+05        3.973e+05         4.691e+05         5.210e+03          7.321e+03           1.368e+04           8.299e+02             8.278e+03            1.141e+04 
   -1.0           0.1       100           1.40               300      1.954e+05        4.917e+05        5.998e+05           1.805e+06            1.509e+04        1.517e+06       4.454e+04           1.013e+04           7.979e+03           7.151e+05        3.973e+05         4.691e+05         5.210e+03          7.321e+03           1.368e+04           8.299e+02             8.278e+03            1.141e+04 
   -1.0           0.1      1000           1.40               100      2.881e+05        4.594e+05        1.283e+06           3.862e+06            2.401e+04        1.380e+06       7.084e+04           9.377e+03           1.234e+04           7.105e+05        3.899e+05         4.657e+05         5.024e+03          7.926e+03           1.492e+04           3.704e+03             1.691e+04            3.682e+04 
   -1.0           0.1      1000           1.40               300      2.881e+05        4.594e+05        1.283e+06           3.862e+06            2.401e+04        1.380e+06       7.084e+04           9.377e+03           1.234e+04           7.105e+05        3.899e+05         4.657e+05         5.024e+03          7.926e+03           1.492e+04           3.704e+03             1.691e+04            3.682e+04 
   -1.0           0.1       100           1.00               100      1.877e+05        4.793e+05        5.962e+05           1.794e+06            1.483e+04        1.478e+06       4.377e+04           9.981e+03           7.860e+03           7.142e+05        3.944e+05         4.662e+05         5.182e+03          7.223e+03           1.351e+04           8.075e+02             8.150e+03            1.125e+04 
   -1.0           0.1       100           1.00               300      1.877e+05        4.793e+05        5.962e+05           1.794e+06            1.483e+04        1.478e+06       4.377e+04           9.981e+03           7.860e+03           7.142e+05        3.944e+05         4.662e+05         5.182e+03          7.223e+03           1.351e+04           8.075e+02             8.150e+03            1.125e+04 
   -1.0           0.1      1000           1.00               100      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1      1000           1.00               300      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1       100           0.72               100      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1       100           0.72               300      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1      1000           0.72               100      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1      1000           0.72               300      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1       100           0.52               100      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1       100           0.52               300      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1      1000           0.52               100      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1      1000           0.52               300      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1       100           0.38               100      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1       100           0.38               300      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1      1000           0.38               100      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1      1000           0.38               300      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1       100           0.27               100      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
   -1.0           0.1       100           0.27               300      2.783e+05        4.481e+05        1.267e+06           3.815e+06            2.360e+04        1.346e+06       6.963e+04           9.233e+03           1.215e+04           7.098e+05        3.870e+05         4.627e+05         4.995e+03          7.823e+03           1.475e+04           3.635e+03             1.668e+04            3.643e+04 
