## log(Us)        xid       nh        (C/O)/(C/O)sol         mup      [OII]3727           Hb           [OIII]4959           [OIII]5007           [NII]6548           Ha           [NII]6584           [SII]6717           [SII]6731           NV1240           CIV1548           CIV1551           HeII1640           OIII]1661           OIII]1666           [SiIII]1883           SiIII]1888           CIII]1908 
 
   -1.0           0.5      1000           1.40               100      5.295e+05        1.559e+07        1.286e+07           3.870e+07            4.149e+03        4.439e+07       1.225e+04           1.853e+04           2.168e+04           1.364e+05        6.334e+06         3.529e+06         6.711e+05          1.827e+06           4.467e+06           1.375e+05             2.218e+05            1.125e+07 
   -1.0           0.5      1000           1.40               300      8.237e+05        2.716e+07        2.296e+07           6.912e+07            6.655e+03        7.768e+07       1.964e+04           3.400e+04           3.975e+04           2.964e+05        1.306e+07         7.004e+06         1.891e+06          3.425e+06           8.378e+06           2.113e+05             3.407e+05            1.777e+07 
   -1.0           0.5       100           1.00               100      8.067e+05        1.507e+07        1.361e+07           4.098e+07            5.276e+03        4.313e+07       1.557e+04           3.052e+04           2.355e+04           1.374e+05        4.962e+06         3.228e+06         6.653e+05          2.051e+06           5.013e+06           1.197e+05             1.910e+05            9.067e+06 
   -1.0           0.5       100           1.00               300      1.172e+06        2.630e+07        2.438e+07           7.339e+07            7.866e+03        7.562e+07       2.321e+04           5.586e+04           4.309e+04           2.969e+05        1.012e+07         6.298e+06         1.876e+06          3.856e+06           9.428e+06           1.810e+05             2.887e+05            1.439e+07 
   -1.0           0.5      1000           1.00               100      5.513e+05        1.531e+07        1.358e+07           4.088e+07            4.165e+03        4.361e+07       1.229e+04           1.963e+04           2.296e+04           1.377e+05        4.907e+06         3.160e+06         6.673e+05          1.989e+06           4.860e+06           1.461e+05             2.357e+05            8.609e+06 
   -1.0           0.5      1000           1.00               300      8.613e+05        2.670e+07        2.429e+07           7.311e+07            6.710e+03        7.641e+07       1.980e+04           3.605e+04           4.215e+04           2.978e+05        9.986e+06         6.152e+06         1.880e+06          3.735e+06           9.134e+06           2.250e+05             3.627e+05            1.363e+07 
   -1.0           0.5       100           0.72               100      8.429e+05        1.506e+07        1.438e+07           4.328e+07            5.366e+03        4.311e+07       1.583e+04           3.215e+04           2.481e+04           1.384e+05        4.054e+06         3.055e+06         6.661e+05          2.220e+06           5.423e+06           1.268e+05             2.023e+05            6.981e+06 
   -1.0           0.5       100           0.72               300      1.225e+06        2.629e+07        2.577e+07           7.756e+07            8.003e+03        7.562e+07       2.362e+04           5.886e+04           4.541e+04           2.982e+05        8.145e+06         5.994e+06         1.878e+06          4.180e+06           1.022e+07           1.918e+05             3.058e+05            1.110e+07 
   -1.0           0.5      1000           0.72               100      5.763e+05        1.530e+07        1.434e+07           4.317e+07            4.238e+03        4.358e+07       1.251e+04           2.068e+04           2.419e+04           1.387e+05        3.993e+06         2.988e+06         6.682e+05          2.151e+06           5.255e+06           1.549e+05             2.498e+05            6.624e+06 
   -1.0           0.5      1000           0.72               300      9.007e+05        2.669e+07        2.567e+07           7.726e+07            6.828e+03        7.641e+07       2.015e+04           3.799e+04           4.441e+04           2.990e+05        8.008e+06         5.849e+06         1.881e+06          4.048e+06           9.894e+06           2.386e+05             3.846e+05            1.051e+07 
