## log(Us)        xid       nh        (C/O)/(C/O)sol         mup      [OII]3727           Hb           [OIII]4959           [OIII]5007           [NII]6548           Ha           [NII]6584           [SII]6717           [SII]6731           NV1240           CIV1548           CIV1551           HeII1640           OIII]1661           OIII]1666           [SiIII]1883           SiIII]1888           CIII]1908 
 
   -1.0           0.3       100           1.00               300      1.393e+06        1.889e+06        9.442e+06           2.842e+07            3.347e+04        5.387e+06       9.878e+04           7.058e+04           5.448e+04           6.599e+05        6.067e+05         5.611e+05         2.044e+05          2.239e+05           5.040e+05           7.120e+04             1.203e+05            2.523e+06 
   -1.0           0.3      1000           1.00               100      8.425e+05        1.050e+06        5.100e+06           1.535e+07            1.881e+04        2.975e+06       5.550e+04           2.312e+04           2.776e+04           3.979e+05        4.173e+05         3.971e+05         3.764e+04          1.197e+05           2.674e+05           7.192e+04             1.232e+05            1.552e+06 
   -1.0           0.3      1000           1.00               300      1.308e+06        1.901e+06        9.840e+06           2.962e+07            3.241e+04        5.386e+06       9.564e+04           4.639e+04           5.551e+04           6.612e+05        6.300e+05         5.764e+05         2.040e+05          2.425e+05           5.459e+05           1.182e+05             1.982e+05            2.693e+06 
   -1.0           0.3       100           0.72               100      8.955e+05        1.029e+06        4.908e+06           1.477e+07            2.000e+04        2.938e+06       5.903e+04           3.611e+04           2.789e+04           4.073e+05        3.680e+05         3.641e+05         3.753e+04          1.076e+05           2.396e+05           4.413e+04             7.707e+04            1.004e+06 
   -1.0           0.3       100           0.72               300      1.403e+06        1.860e+06        9.549e+06           2.874e+07            3.382e+04        5.307e+06       9.981e+04           7.254e+04           5.599e+04           6.630e+05        5.246e+05         5.132e+05         2.034e+05          2.218e+05           4.978e+05           6.880e+04             1.165e+05            1.769e+06 
   -1.0           0.3      1000           0.72               100      8.512e+05        1.034e+06        5.162e+06           1.554e+07            1.899e+04        2.929e+06       5.603e+04           2.376e+04           2.853e+04           4.011e+05        3.766e+05         3.710e+05         3.752e+04          1.189e+05           2.647e+05           6.972e+04             1.197e+05            1.092e+06 
   -1.0           0.3      1000           0.72               300      1.323e+06        1.871e+06        9.981e+06           3.004e+07            3.281e+04        5.302e+06       9.683e+04           4.774e+04           5.712e+04           6.644e+05        5.439e+05         5.274e+05         2.029e+05          2.421e+05           5.435e+05           1.151e+05             1.932e+05            1.900e+06 
   -1.0           0.3       100           0.52               100      8.979e+05        1.017e+06        4.932e+06           1.484e+07            2.009e+04        2.903e+06       5.930e+04           3.679e+04           2.841e+04           4.098e+05        3.373e+05         3.428e+05         3.744e+04          1.061e+05           2.356e+05           4.264e+04             7.469e+04            7.060e+05 
   -1.0           0.3       100           0.52               300      1.408e+06        1.837e+06        9.615e+06           2.894e+07            3.406e+04        5.245e+06       1.005e+05           7.398e+04           5.710e+04           6.653e+05        4.640e+05         4.763e+05         2.025e+05          2.198e+05           4.922e+05           6.681e+04             1.134e+05            1.249e+06 
   -1.0           0.3      1000           0.52               100      8.566e+05        1.021e+06        5.201e+06           1.565e+07            1.910e+04        2.893e+06       5.637e+04           2.423e+04           2.909e+04           4.036e+05        3.450e+05         3.499e+05         3.742e+04          1.180e+05           2.621e+05           6.788e+04             1.167e+05            7.724e+05 
