## log(Us)        xid       nh        (C/O)/(C/O)sol         mup      [OII]3727           Hb           [OIII]4959           [OIII]5007           [NII]6548           Ha           [NII]6584           [SII]6717           [SII]6731           NV1240           CIV1548           CIV1551           HeII1640           OIII]1661           OIII]1666           [SiIII]1883           SiIII]1888           CIII]1908 
 
   -1.0           0.3       100           0.38               100      6.289e+05        7.110e+05        3.764e+06           1.133e+07            1.941e+04        2.036e+06       5.729e+04           3.304e+04           2.551e+04           4.094e+05        3.028e+05         3.225e+05         2.648e+04          6.284e+04           1.376e+05           2.675e+04             4.864e+04            3.065e+05 
   -1.0           0.3       100           0.38               300      1.037e+06        1.347e+06        7.744e+06           2.331e+07            3.468e+04        3.855e+06       1.024e+05           7.056e+04           5.446e+04           6.546e+05        3.849e+05         4.212e+05         1.302e+05          1.357e+05           3.000e+05           3.756e+04             6.600e+04            5.906e+05 
   -1.0           0.3      1000           0.38               100      6.141e+05        7.118e+05        4.026e+06           1.212e+07            1.910e+04        2.022e+06       5.635e+04           2.190e+04           2.638e+04           3.979e+05        3.091e+05         3.294e+05         2.645e+04          7.286e+04           1.596e+05           4.124e+04             7.293e+04            3.482e+05 
   -1.0           0.3      1000           0.38               300      1.001e+06        1.350e+06        8.221e+06           2.474e+07            3.462e+04        3.837e+06       1.022e+05           4.672e+04           5.610e+04           6.527e+05        3.977e+05         4.343e+05         1.297e+05          1.552e+05           3.433e+05           6.791e+04             1.163e+05            6.594e+05 
   -1.0           0.3       100           0.27               100      6.281e+05        7.060e+05        3.762e+06           1.132e+07            1.945e+04        2.022e+06       5.741e+04           3.335e+04           2.575e+04           4.111e+05        2.841e+05         3.072e+05         2.644e+04          6.184e+04           1.352e+05           2.601e+04             4.745e+04            2.127e+05 
   -1.0           0.3       100           0.27               300      1.037e+06        1.337e+06        7.746e+06           2.331e+07            3.481e+04        3.829e+06       1.027e+05           7.126e+04           5.500e+04           6.560e+05        3.569e+05         4.000e+05         1.298e+05          1.337e+05           2.951e+05           3.658e+04             6.442e+04            4.104e+05 
   -1.0           0.3      1000           0.27               100      6.147e+05        7.064e+05        4.032e+06           1.214e+07            1.915e+04        2.007e+06       5.653e+04           2.212e+04           2.665e+04           3.996e+05        2.904e+05         3.148e+05         2.640e+04          7.204e+04           1.575e+05           4.029e+04             7.138e+04            2.427e+05 
   -1.0           0.3      1000           0.27               300      1.003e+06        1.340e+06        8.239e+06           2.480e+07            3.477e+04        3.809e+06       1.026e+05           4.722e+04           5.670e+04           6.542e+05        3.690e+05         4.135e+05         1.293e+05          1.537e+05           3.395e+05           6.648e+04             1.140e+05            4.603e+05 
   -1.0           0.3       100           0.20               100      6.274e+05        7.026e+05        3.760e+06           1.132e+07            1.947e+04        2.013e+06       5.747e+04           3.354e+04           2.590e+04           4.122e+05        2.703e+05         2.967e+05         2.642e+04          6.116e+04           1.336e+05           2.554e+04             4.670e+04            1.551e+05 
   -1.0           0.3       100           0.20               300      1.037e+06        1.331e+06        7.746e+06           2.332e+07            3.488e+04        3.811e+06       1.029e+05           7.172e+04           5.535e+04           6.570e+05        3.375e+05         3.853e+05         1.296e+05          1.324e+05           2.920e+05           3.598e+04             6.346e+04            2.997e+05 
   -1.0           0.3      1000           0.20               100      6.150e+05        7.029e+05        4.034e+06           1.214e+07            1.919e+04        1.997e+06       5.663e+04           2.226e+04           2.682e+04           4.006e+05        2.768e+05         3.051e+05         2.637e+04          7.148e+04           1.562e+05           3.966e+04             7.035e+04            1.775e+05 
   -1.0           0.3      1000           0.20               300      1.004e+06        1.334e+06        8.248e+06           2.483e+07            3.487e+04        3.790e+06       1.029e+05           4.754e+04           5.709e+04           6.551e+05        3.491e+05         3.994e+05         1.290e+05          1.527e+05           3.369e+05           6.552e+04             1.124e+05            3.369e+05 
   -1.0           0.3       100           0.14               100      6.264e+05        6.991e+05        3.755e+06           1.130e+07            1.948e+04        2.003e+06       5.749e+04           3.370e+04           2.602e+04           4.131e+05        2.565e+05         2.863e+05         2.639e+04          6.053e+04           1.321e+05           2.508e+04             4.596e+04            1.070e+05 
   -1.0           0.3       100           0.14               300      1.036e+06        1.324e+06        7.740e+06           2.330e+07            3.492e+04        3.793e+06       1.031e+05           7.208e+04           5.563e+04           6.578e+05        3.188e+05         3.703e+05         1.293e+05          1.311e+05           2.890e+05           3.540e+04             6.253e+04            2.069e+05 
   -1.0           0.3      1000           0.14               100      6.148e+05        6.992e+05        4.033e+06           1.214e+07            1.921e+04        1.987e+06       5.668e+04           2.238e+04           2.695e+04           4.015e+05        2.634e+05         2.952e+05         2.634e+04          7.095e+04           1.549e+05           3.908e+04             6.941e+04            1.227e+05 
   -1.0           0.3      1000           0.14               300      1.004e+06        1.327e+06        8.251e+06           2.483e+07            3.493e+04        3.771e+06       1.031e+05           4.780e+04           5.740e+04           6.560e+05        3.304e+05         3.845e+05         1.288e+05          1.517e+05           3.345e+05           6.465e+04             1.110e+05            2.332e+05 
   -1.0           0.3       100           0.10               100      6.263e+05        6.976e+05        3.754e+06           1.130e+07            1.950e+04        1.999e+06       5.755e+04           3.383e+04           2.612e+04           4.137e+05        2.463e+05         2.762e+05         2.638e+04          6.012e+04           1.311e+05           2.480e+04             4.551e+04            7.571e+04 
   -1.0           0.3       100           0.10               300      1.036e+06        1.321e+06        7.742e+06           2.330e+07            3.498e+04        3.785e+06       1.032e+05           7.237e+04           5.585e+04           6.583e+05        3.051e+05         3.560e+05         1.292e+05          1.304e+05           2.872e+05           3.504e+04             6.196e+04            1.465e+05 
   -1.0           0.3      1000           0.10               100      6.152e+05        6.976e+05        4.036e+06           1.215e+07            1.924e+04        1.983e+06       5.677e+04           2.247e+04           2.706e+04           4.021e+05        2.539e+05         2.855e+05         2.633e+04          7.063e+04           1.541e+05           3.871e+04             6.881e+04            8.702e+04 
   -1.0           0.3      1000           0.10               300      1.005e+06        1.324e+06        8.259e+06           2.486e+07            3.501e+04        3.763e+06       1.033e+05           4.801e+04           5.764e+04           6.565e+05        3.170e+05         3.704e+05         1.286e+05          1.511e+05           3.330e+05           6.410e+04             1.101e+05            1.654e+05 
   -1.0           0.5       100           1.40               100      2.996e+05        3.053e+05        1.652e+06           4.973e+06            1.021e+04        8.651e+05       3.012e+04           1.827e+04           1.410e+04           3.944e+05        3.459e+05         3.568e+05         1.934e+04          5.304e+04           1.227e+05           6.749e+03             1.212e+04            7.163e+05 
   -1.0           0.5       100           1.40               300      5.118e+05        5.885e+05        3.370e+06           1.014e+07            1.895e+04        1.669e+06       5.593e+04           3.925e+04           3.028e+04           6.313e+05        4.726e+05         4.803e+05         9.057e+04          1.121e+05           2.612e+05           9.192e+03             1.603e+04            1.330e+06 
   -1.0           0.5      1000           1.40               100      2.795e+05        3.078e+05        1.704e+06           5.129e+06            9.949e+03        8.670e+05       2.936e+04           1.203e+04           1.437e+04           3.833e+05        3.504e+05         3.606e+05         1.933e+04          5.618e+04           1.300e+05           9.560e+03             1.683e+04            7.520e+05 
   -1.0           0.5      1000           1.40               300      4.746e+05        5.942e+05        3.460e+06           1.041e+07            1.869e+04        1.676e+06       5.516e+04           2.583e+04           3.078e+04           6.289e+05        4.819e+05         4.877e+05         9.046e+04          1.175e+05           2.738e+05           1.537e+04             2.626e+04            1.379e+06 
   -1.0           0.5       100           1.00               100      3.005e+05        2.986e+05        1.682e+06           5.062e+06            1.039e+04        8.462e+05       3.067e+04           1.895e+04           1.463e+04           3.999e+05        3.214e+05         3.397e+05         1.917e+04          5.324e+04           1.228e+05           6.622e+03             1.196e+04            5.047e+05 
   -1.0           0.5       100           1.00               300      5.148e+05        5.752e+05        3.439e+06           1.035e+07            1.936e+04        1.632e+06       5.713e+04           4.078e+04           3.146e+04           6.366e+05        4.273e+05         4.524e+05         8.953e+04          1.133e+05           2.632e+05           9.073e+03             1.588e+04            9.416e+05 
   -1.0           0.5      1000           1.00               100      2.819e+05        3.008e+05        1.739e+06           5.235e+06            1.016e+04        8.472e+05       2.998e+04           1.250e+04           1.493e+04           3.885e+05        3.257e+05         3.438e+05         1.916e+04          5.684e+04           1.311e+05           9.461e+03             1.672e+04            5.335e+05 
   -1.0           0.5      1000           1.00               300      4.795e+05        5.804e+05        3.539e+06           1.065e+07            1.914e+04        1.637e+06       5.647e+04           2.687e+04           3.202e+04           6.342e+05        4.358e+05         4.600e+05         8.941e+04          1.196e+05           2.778e+05           1.529e+04             2.617e+04            9.821e+05 
   -1.0           0.5       100           0.72               100      3.004e+05        2.931e+05        1.699e+06           5.115e+06            1.051e+04        8.308e+05       3.102e+04           1.944e+04           1.501e+04           4.038e+05        3.020e+05         3.260e+05         1.903e+04          5.323e+04           1.226e+05           6.502e+03             1.180e+04            3.583e+05 
   -1.0           0.5       100           0.72               300      5.156e+05        5.645e+05        3.482e+06           1.048e+07            1.962e+04        1.602e+06       5.791e+04           4.187e+04           3.230e+04           6.405e+05        3.935e+05         4.311e+05         8.867e+04          1.138e+05           2.639e+05           8.949e+03             1.572e+04            6.708e+05 
   -1.0           0.5      1000           0.72               100      2.829e+05        2.950e+05        1.761e+06           5.301e+06            1.029e+04        8.311e+05       3.038e+04           1.283e+04           1.534e+04           3.924e+05        3.062e+05         3.306e+05         1.901e+04          5.718e+04           1.317e+05           9.347e+03             1.656e+04            3.807e+05 
   -1.0           0.5      1000           0.72               300      4.819e+05        5.692e+05        3.590e+06           1.081e+07            1.943e+04        1.606e+06       5.735e+04           2.762e+04           3.291e+04           6.381e+05        4.013e+05         4.390e+05         8.851e+04          1.208e+05           2.802e+05           1.516e+04             2.600e+04            7.031e+05 
   -1.0           0.5       100           0.52               100      2.998e+05        2.888e+05        1.710e+06           5.146e+06            1.059e+04        8.187e+05       3.125e+04           1.980e+04           1.528e+04           4.068e+05        2.865e+05         3.161e+05         1.891e+04          5.311e+04           1.221e+05           6.393e+03             1.165e+04            2.553e+05 
   -1.0           0.5       100           0.52               300      5.155e+05        5.561e+05        3.509e+06           1.056e+07            1.980e+04        1.578e+06       5.844e+04           4.267e+04           3.291e+04           6.433e+05        3.679e+05         4.152e+05         8.798e+04          1.140e+05           2.641e+05           8.838e+03             1.556e+04            4.797e+05 
   -1.0           0.5      1000           0.52               100      2.832e+05        2.905e+05        1.775e+06           5.343e+06            1.039e+04        8.186e+05       3.065e+04           1.307e+04           1.563e+04           3.953e+05        2.907e+05         3.211e+05         1.889e+04          5.737e+04           1.319e+05           9.244e+03             1.642e+04            2.726e+05 
   -1.0           0.5      1000           0.52               300      4.831e+05        5.604e+05        3.623e+06           1.091e+07            1.964e+04        1.581e+06       5.796e+04           2.816e+04           3.356e+04           6.410e+05        3.754e+05         4.235e+05         8.780e+04          1.216e+05           2.817e+05           1.504e+04             2.583e+04            5.047e+05 
   -1.0           0.5       100           0.38               100      2.992e+05        2.856e+05        1.716e+06           5.166e+06            1.064e+04        8.099e+05       3.140e+04           2.005e+04           1.547e+04           4.089e+05        2.744e+05         3.074e+05         1.883e+04          5.300e+04           1.217e+05           6.312e+03             1.154e+04            1.847e+05 
   -1.0           0.5       100           0.38               300      5.151e+05        5.499e+05        3.526e+06           1.061e+07            1.993e+04        1.561e+06       5.881e+04           4.324e+04           3.335e+04           6.454e+05        3.493e+05         4.010e+05         8.745e+04          1.141e+05           2.641e+05           8.749e+03             1.544e+04            3.477e+05 
   -1.0           0.5      1000           0.38               100      2.833e+05        2.872e+05        1.784e+06           5.371e+06            1.045e+04        8.094e+05       3.083e+04           1.325e+04           1.583e+04           3.973e+05        2.788e+05         3.127e+05         1.880e+04          5.746e+04           1.320e+05           9.160e+03             1.630e+04            1.978e+05 
   -1.0           0.5      1000           0.38               300      4.836e+05        5.540e+05        3.646e+06           1.097e+07            1.978e+04        1.563e+06       5.838e+04           2.855e+04           3.403e+04           6.431e+05        3.566e+05         4.095e+05         8.727e+04          1.222e+05           2.827e+05           1.494e+04             2.568e+04            3.669e+05 
   -1.0           0.5       100           0.27               100      2.985e+05        2.830e+05        1.720e+06           5.179e+06            1.068e+04        8.026e+05       3.151e+04           2.025e+04           1.562e+04           4.106e+05        2.648e+05         2.977e+05         1.875e+04          5.288e+04           1.213e+05           6.240e+03             1.143e+04            1.300e+05 
   -1.0           0.5       100           0.27               300      5.145e+05        5.448e+05        3.538e+06           1.065e+07            2.002e+04        1.546e+06       5.909e+04           4.369e+04           3.370e+04           6.470e+05        3.345e+05         3.856e+05         8.701e+04          1.141e+05           2.639e+05           8.668e+03             1.532e+04            2.452e+05 
