# log(Us)  xid nh alpha [OII]3727 Hbeta [OIII]4959 [OIII]5007 [OI]6300 [NII]6548 Halpha [NII]6584 [SII]6717 [SII]6731 NV1240 CIV1548 CIV1551 HeII1640 OIII]1661 OIII]1666 [SiIII]1883 SiIII]1888 [CIII]1907 CIII]1910 
-2.5 0.1 100.0 -1.7 5.8171e+41 2.119e+42 1.2112e+42 3.6458e+42 8.0831e+40 3.2589e+39 6.2951e+42 9.6171e+39 8.1699e+40 5.9241e+40 1.8963e+40 1.0181e+42 5.2188e+41 2.1466e+42 1.0909e+41 2.6881e+41 2.4865e+41 1.472e+41 1.0967e+42 7.1824e+41
-2.5 0.1 100.0 -2.0 4.285e+41 1.458e+42 8.7248e+41 2.6262e+42 2.831e+40 2.2196e+39 4.2883e+42 6.55e+39 4.1032e+40 3.0416e+40 1.1577e+40 5.8235e+41 3.0254e+41 1.0581e+42 7.0523e+40 1.7377e+41 1.9395e+41 1.1487e+41 7.1788e+41 4.7015e+41
-2.5 0.1 1000.0 -1.2 7.6991e+41 3.5817e+42 1.5567e+42 4.6856e+42 4.4011e+41 7.6429e+39 1.0938e+43 2.2554e+40 2.925e+41 2.2323e+41 2.5105e+40 1.8273e+42 9.2611e+41 5.4195e+42 1.5693e+41 3.8671e+41 2.5056e+41 1.5298e+41 1.5943e+42 1.0648e+42
-2.5 0.1 1000.0 -1.4 6.7359e+41 2.9972e+42 1.4967e+42 4.5051e+42 2.4094e+41 5.6787e+39 9.0187e+42 1.6758e+40 1.7155e+41 1.3592e+41 1.8027e+40 1.5057e+42 7.6558e+41 3.9664e+42 1.4364e+41 3.5396e+41 2.7059e+41 1.6525e+41 1.4604e+42 9.7549e+41
-2.5 0.1 1000.0 -1.7 5.1855e+41 2.1375e+42 1.1972e+42 3.6035e+42 8.8581e+40 3.6652e+39 6.3312e+42 1.0816e+40 7.4952e+40 6.442e+40 7.5865e+39 8.8077e+41 4.5174e+41 2.1465e+42 1.0318e+41 2.5425e+41 2.4939e+41 1.5238e+41 1.0653e+42 7.1184e+41
-2.5 0.1 1000.0 -2.0 3.9316e+41 1.4743e+42 8.5204e+41 2.5646e+42 3.2505e+40 2.4906e+39 4.3256e+42 7.3497e+39 3.5469e+40 3.3614e+40 2.0857e+39 3.9902e+41 2.0861e+41 1.0584e+42 6.3847e+40 1.5732e+41 1.9829e+41 1.2126e+41 6.7682e+41 4.5248e+41
-2.5 0.1 10000.0 -1.2 6.0016e+41 3.6229e+42 1.3241e+42 3.9855e+42 5.8665e+41 1.3596e+40 1.1058e+43 4.0123e+40 3.0028e+41 2.954e+41 8.7037e+38 4.031e+41 2.0694e+41 5.1544e+42 8.9532e+40 2.2065e+41 2.4929e+41 2.0207e+41 9.6799e+41 7.8478e+41
-2.5 0.1 10000.0 -1.4 5.407e+41 3.0479e+42 1.1966e+42 3.6017e+42 3.4327e+41 1.0583e+40 9.1764e+42 3.1231e+40 1.7743e+41 1.8152e+41 4.0486e+38 2.5856e+41 1.3448e+41 3.7854e+42 7.4402e+40 1.8336e+41 2.4005e+41 1.9508e+41 8.086e+41 6.5696e+41
-2.5 0.1 10000.0 -1.7 4.6595e+41 2.1875e+42 8.2566e+41 2.4852e+42 1.4812e+41 7.4623e+39 6.4942e+42 2.2021e+40 8.0697e+40 9.0309e+40 7.2815e+37 9.1039e+40 4.9185e+40 2.0437e+42 4.24e+40 1.045e+41 1.7232e+41 1.4098e+41 4.8401e+41 3.9513e+41
-2.5 0.1 10000.0 -2.0 4.0606e+41 1.5118e+42 4.6865e+41 1.4106e+42 6.7476e+40 5.7145e+39 4.4524e+42 1.6863e+40 4.0779e+40 5.1199e+40 8.7553e+36 2.6463e+40 1.4622e+40 9.9752e+41 1.9174e+40 4.7257e+40 9.9733e+40 8.2247e+40 2.4478e+41 2.0091e+41
-2.5 0.3 100.0 -1.2 7.3567e+41 3.5547e+42 1.3123e+42 3.9499e+42 4.1138e+41 6.6902e+39 1.0919e+43 1.9743e+40 3.583e+41 2.5115e+41 3.3026e+40 1.3172e+42 6.8367e+41 5.3941e+42 1.3791e+41 3.3987e+41 1.1296e+41 6.6842e+40 1.1909e+42 7.7988e+41
-2.5 0.3 100.0 -1.4 6.4513e+41 2.9674e+42 1.2669e+42 3.8134e+42 2.2559e+41 4.9888e+39 8.9815e+42 1.4722e+40 2.1489e+41 1.5189e+41 2.8147e+40 1.1259e+42 5.8687e+41 3.9475e+42 1.2825e+41 3.1605e+41 1.2247e+41 7.2472e+40 1.1018e+42 7.2156e+41
-2.5 0.3 100.0 -1.7 4.928e+41 2.1076e+42 1.0237e+42 3.0813e+42 8.1666e+40 3.2759e+39 6.276e+42 9.6673e+39 9.6471e+40 6.9431e+40 1.9367e+40 7.4398e+41 3.9147e+41 2.1374e+42 9.569e+40 2.358e+41 1.129e+41 6.6831e+40 8.2196e+41 5.383e+41
-2.5 0.3 100.0 -2.0 3.6388e+41 1.4467e+42 7.4212e+41 2.2338e+42 2.8518e+40 2.2271e+39 4.264e+42 6.5721e+39 4.6091e+40 3.3908e+40 1.1787e+40 4.3445e+41 2.3209e+41 1.0539e+42 6.2959e+40 1.5514e+41 8.9383e+40 5.2934e+40 5.4579e+41 3.5744e+41
-2.5 0.3 1000.0 -1.2 6.5423e+41 3.5897e+42 1.3118e+42 3.9485e+42 4.3989e+41 7.7255e+39 1.0994e+43 2.2798e+40 3.6725e+41 2.7574e+41 2.5659e+40 1.3132e+42 6.7925e+41 5.4035e+42 1.3494e+41 3.3255e+41 1.1203e+41 6.8394e+40 1.1751e+42 7.8475e+41
-2.5 0.3 1000.0 -1.4 5.7216e+41 2.9997e+42 1.2651e+42 3.8081e+42 2.4174e+41 5.735e+39 9.0507e+42 1.6924e+40 2.1331e+41 1.6527e+41 1.8472e+40 1.0928e+42 5.6701e+41 3.9558e+42 1.2457e+41 3.0699e+41 1.2191e+41 7.444e+40 1.0846e+42 7.2439e+41
-2.5 0.3 1000.0 -1.7 4.4109e+41 2.1357e+42 1.0177e+42 3.0633e+42 8.887e+40 3.698e+39 6.34e+42 1.0913e+40 9.0149e+40 7.5121e+40 7.7864e+39 6.5209e+41 3.411e+41 2.1416e+42 9.0771e+40 2.2368e+41 1.1383e+41 6.954e+40 8.0065e+41 5.3491e+41
-2.5 0.3 1000.0 -2.0 3.3533e+41 1.472e+42 7.285e+41 2.1928e+42 3.2409e+40 2.5125e+39 4.3268e+42 7.4144e+39 4.0874e+40 3.7443e+40 2.1415e+39 3.0292e+41 1.6153e+41 1.0564e+42 5.6929e+40 1.4029e+41 9.1603e+40 5.6005e+40 5.14e+41 3.4357e+41
-2.5 0.3 10000.0 -1.2 5.1146e+41 3.6385e+42 1.1229e+42 3.38e+42 5.6627e+41 1.3723e+40 1.113e+43 4.0497e+40 3.6766e+41 3.4976e+41 8.8942e+38 3.0004e+41 1.5523e+41 5.1519e+42 7.7067e+40 1.8993e+41 1.1202e+41 9.0743e+40 7.1342e+41 5.7813e+41
-2.5 0.3 10000.0 -1.4 4.6041e+41 3.0611e+42 1.0166e+42 3.06e+42 3.3186e+41 1.0706e+40 9.2326e+42 3.1595e+40 2.1793e+41 2.1428e+41 4.1443e+38 1.9442e+41 1.0197e+41 3.7839e+42 6.4329e+40 1.5854e+41 1.0827e+41 8.7925e+40 5.9811e+41 4.8569e+41
-2.5 0.3 10000.0 -1.7 3.9682e+41 2.1947e+42 7.0334e+41 2.117e+42 1.4187e+41 7.5574e+39 6.5239e+42 2.2302e+40 9.6479e+40 1.0317e+41 7.4556e+37 6.9994e+40 3.7973e+40 2.043e+42 3.6877e+40 9.0886e+40 7.8081e+40 6.3826e+40 3.5968e+41 2.9346e+41
-2.5 0.3 10000.0 -2.0 3.4634e+41 1.5166e+42 4.0018e+41 1.2045e+42 6.3935e+40 5.7832e+39 4.4712e+42 1.7066e+40 4.7369e+40 5.6624e+40 8.953e+36 2.0674e+40 1.1233e+40 9.973e+41 1.6762e+40 4.1312e+40 4.5367e+40 3.7378e+40 1.8262e+41 1.498e+41
-2.5 0.5 100.0 -1.2 5.6189e+41 3.5498e+42 9.9334e+41 2.99e+42 3.5864e+41 6.7463e+39 1.0935e+43 1.9908e+40 4.2174e+41 2.9499e+41 3.3595e+40 9.1132e+41 4.7271e+41 5.3696e+42 1.0641e+41 2.6224e+41 2.8058e+40 1.6602e+40 8.0565e+41 5.2761e+41
-2.5 0.5 100.0 -1.4 4.9271e+41 2.9581e+42 9.6201e+41 2.8956e+42 1.9738e+41 5.0189e+39 8.9791e+42 1.4811e+40 2.498e+41 1.7601e+41 2.8711e+40 7.8583e+41 4.1002e+41 3.9306e+42 9.9859e+40 2.461e+41 3.0651e+40 1.8138e+40 7.5142e+41 4.9209e+41
-2.5 0.5 100.0 -1.7 3.7691e+41 2.0968e+42 7.8172e+41 2.353e+42 7.2068e+40 3.2872e+39 6.2593e+42 9.7007e+39 1.1012e+41 7.8862e+40 1.9774e+40 5.2788e+41 2.789e+41 2.129e+42 7.568e+40 1.865e+41 2.8639e+40 1.6952e+40 5.6796e+41 3.7196e+41
-2.5 0.5 100.0 -2.0 2.7911e+41 1.4368e+42 5.7036e+41 1.7168e+42 2.5134e+40 2.2333e+39 4.2438e+42 6.5904e+39 5.0839e+40 3.7188e+40 1.1999e+40 3.1456e+41 1.6943e+41 1.05e+42 5.069e+40 1.2492e+41 2.3018e+40 1.3631e+40 3.8262e+41 2.5058e+41
-2.5 0.5 1000.0 -1.2 5.0102e+41 3.5929e+42 9.9864e+41 3.0059e+42 3.7755e+41 7.7655e+39 1.1035e+43 2.2916e+40 4.2333e+41 3.1509e+41 2.6172e+40 9.0994e+41 4.7137e+41 5.3887e+42 1.0471e+41 2.5805e+41 2.8005e+40 1.7095e+40 7.9892e+41 5.3351e+41
-2.5 0.5 1000.0 -1.4 4.3835e+41 2.9996e+42 9.6604e+41 2.9078e+42 2.0782e+41 5.7625e+39 9.075e+42 1.7005e+40 2.4432e+41 1.8704e+41 1.8891e+40 7.6278e+41 3.9705e+41 3.9459e+42 9.7453e+40 2.4017e+41 3.0701e+40 1.8743e+40 7.4287e+41 4.9612e+41
-2.5 0.5 1000.0 -1.7 3.3862e+41 2.1335e+42 7.8137e+41 2.3519e+42 7.6619e+40 3.7185e+39 6.348e+42 1.0973e+40 1.0187e+41 8.3368e+40 7.9763e+39 4.6165e+41 2.4296e+41 2.1371e+42 7.1997e+40 1.7743e+41 2.9023e+40 1.7726e+40 5.5469e+41 3.7054e+41
-2.5 0.5 1000.0 -2.0 2.5817e+41 1.4693e+42 5.6244e+41 1.6929e+42 2.783e+40 2.5286e+39 4.3269e+42 7.462e+39 4.5035e+40 4.0393e+40 2.1955e+39 2.1861e+41 1.1775e+41 1.0545e+42 4.5751e+40 1.1275e+41 2.3629e+40 1.4442e+40 3.5972e+41 2.4041e+41
-2.5 0.5 10000.0 -1.2 3.9238e+41 3.6464e+42 8.6006e+41 2.5888e+42 4.6686e+41 1.3756e+40 1.1178e+43 4.0594e+40 4.0777e+41 3.8151e+41 9.0775e+38 2.0837e+41 1.0828e+41 5.1497e+42 5.9859e+40 1.4753e+41 2.8132e+40 2.2775e+40 4.8512e+41 3.9296e+41
-2.5 0.5 10000.0 -1.4 3.533e+41 3.0657e+42 7.7993e+41 2.3476e+42 2.7195e+41 1.075e+40 9.2647e+42 3.1723e+40 2.3825e+41 2.3048e+41 4.2354e+38 1.3637e+41 7.191e+40 3.7826e+42 5.0167e+40 1.2364e+41 2.7282e+40 2.2139e+40 4.0806e+41 3.312e+41
-2.5 0.5 10000.0 -1.7 3.0484e+41 2.1978e+42 5.4098e+41 1.6283e+42 1.16e+41 7.6111e+39 6.5431e+42 2.246e+40 1.0479e+41 1.0992e+41 7.6256e+37 5.0218e+40 2.7152e+40 2.0424e+42 2.8926e+40 7.1291e+40 1.9761e+40 1.614e+40 2.4651e+41 2.0102e+41
-2.5 0.5 10000.0 -2.0 2.6641e+41 1.5183e+42 3.0836e+41 9.2815e+41 5.1993e+40 5.8275e+39 4.4815e+42 1.7197e+40 5.0802e+40 5.945e+40 9.1423e+36 1.489e+40 7.9331e+39 9.971e+41 1.3196e+40 3.2524e+40 1.1511e+40 9.4759e+39 1.2551e+41 1.0289e+41
-2.0 0.1 100.0 -1.2 4.5578e+41 3.6572e+42 2.0763e+42 6.2496e+42 3.525e+41 4.636e+39 1.1091e+43 1.3681e+40 2.3898e+41 1.6712e+41 8.2774e+40 3.9692e+42 2.0164e+42 5.645e+42 3.1748e+41 7.8212e+41 2.5785e+41 1.526e+41 2.0525e+42 1.344e+42
-2.0 0.1 100.0 -1.4 3.769e+41 2.9984e+42 1.9931e+42 5.9991e+42 1.8042e+41 2.9388e+39 8.9292e+42 8.6723e+39 1.3421e+41 9.45e+40 6.7947e+40 3.4612e+42 1.7617e+42 4.0796e+42 2.8182e+41 6.942e+41 2.8397e+41 1.6809e+41 1.8914e+42 1.2386e+42
-2.0 0.1 100.0 -1.7 2.7174e+41 2.109e+42 1.5856e+42 4.7725e+42 5.7414e+40 1.6073e+39 6.1575e+42 4.7432e+39 5.356e+40 3.8352e+40 4.4742e+40 2.2914e+42 1.1711e+42 2.1793e+42 1.9393e+41 4.7762e+41 2.623e+41 1.5536e+41 1.3786e+42 9.0279e+41
-2.0 0.1 100.0 -2.0 1.9321e+41 1.4491e+42 1.1307e+42 3.4033e+42 1.713e+40 9.9139e+38 4.1897e+42 2.9256e+39 2.2657e+40 1.6614e+40 2.6744e+40 1.3054e+42 6.7171e+41 1.0656e+42 1.1797e+41 2.9049e+41 2.0597e+41 1.2212e+41 8.9236e+41 5.8439e+41
-2.0 0.1 1000.0 -1.2 4.3643e+41 3.7128e+42 2.0233e+42 6.09e+42 3.9052e+41 6.6477e+39 1.127e+43 1.9617e+40 2.5316e+41 1.892e+41 5.767e+40 3.7489e+42 1.9004e+42 5.6606e+42 2.8672e+41 7.0637e+41 2.5106e+41 1.5315e+41 2.0735e+42 1.3828e+42
-2.0 0.1 1000.0 -1.4 3.661e+41 3.0587e+42 1.938e+42 5.8332e+42 2.0545e+41 4.3739e+39 9.1177e+42 1.2907e+40 1.4156e+41 1.0849e+41 3.8466e+40 3.0631e+42 1.5552e+42 4.0928e+42 2.5075e+41 6.1773e+41 2.8076e+41 1.7132e+41 1.9104e+42 1.2744e+42
-2.0 0.1 1000.0 -1.7 2.8126e+41 2.1654e+42 1.5212e+42 4.5788e+42 7.1317e+40 2.4294e+39 6.332e+42 7.1692e+39 5.6809e+40 4.65e+40 1.4114e+40 1.6632e+42 8.4852e+41 2.1863e+42 1.6394e+41 4.0383e+41 2.7166e+41 1.659e+41 1.3793e+42 9.2078e+41
-2.0 0.1 1000.0 -2.0 2.2575e+41 1.4947e+42 1.0516e+42 3.1654e+42 2.5137e+40 1.5496e+39 4.3303e+42 4.5729e+39 2.5204e+40 2.2767e+40 3.2961e+39 6.6557e+41 3.4428e+41 1.0694e+42 9.178e+40 2.2609e+41 2.2582e+41 1.3806e+41 8.5128e+41 5.6878e+41
-2.0 0.1 10000.0 -1.2 5.6583e+41 3.742e+42 1.4164e+42 4.2632e+42 6.4465e+41 1.6376e+40 1.1417e+43 4.8326e+40 3.1929e+41 3.1329e+41 1.0271e+39 4.6003e+41 2.3588e+41 5.2365e+42 9.9665e+40 2.4562e+41 2.6194e+41 2.1193e+41 1.0489e+42 8.4917e+41
-2.0 0.1 10000.0 -1.4 5.0574e+41 3.119e+42 1.2709e+42 3.8253e+42 3.7429e+41 1.1967e+40 9.3607e+42 3.5315e+40 1.8923e+41 1.9141e+41 4.6258e+38 2.8825e+41 1.4972e+41 3.8251e+42 8.1421e+40 2.0066e+41 2.5195e+41 2.0446e+41 8.6498e+41 7.0203e+41
-2.0 0.1 10000.0 -1.7 4.442e+41 2.2234e+42 8.6331e+41 2.5986e+42 1.584e+41 7.7924e+39 6.5619e+42 2.2995e+40 8.5286e+40 9.3428e+40 7.9222e+37 9.7375e+40 5.2571e+40 2.0498e+42 4.5017e+40 1.1095e+41 1.7879e+41 1.4616e+41 5.0627e+41 4.1308e+41
-2.0 0.1 10000.0 -2.0 3.9677e+41 1.5253e+42 4.8183e+41 1.4503e+42 7.002e+40 5.7384e+39 4.477e+42 1.6934e+40 4.1983e+40 5.168e+40 9.1641e+36 2.74e+40 1.5201e+40 9.9451e+41 1.9834e+40 4.8883e+40 1.0189e+41 8.3994e+40 2.5106e+41 2.0601e+41
-2.0 0.3 100.0 -1.2 3.8268e+41 3.5784e+42 1.6862e+42 5.0755e+42 3.4935e+41 4.6858e+39 1.0919e+43 1.3828e+40 2.9549e+41 2.061e+41 8.3919e+40 2.5855e+42 1.4107e+42 5.5753e+42 2.6576e+41 6.5477e+41 1.0972e+41 6.4929e+40 1.4741e+42 9.6527e+41
-2.0 0.3 100.0 -1.4 3.1548e+41 2.9186e+42 1.6305e+42 4.9078e+42 1.8095e+41 2.9552e+39 8.7456e+42 8.7208e+39 1.652e+41 1.1586e+41 6.9459e+40 2.2663e+42 1.2409e+42 4.0335e+42 2.4047e+41 5.9241e+41 1.2308e+41 7.2853e+40 1.3814e+42 9.046e+41
-2.0 0.3 100.0 -1.7 2.2724e+41 2.0395e+42 1.3128e+42 3.9514e+42 5.8656e+40 1.6033e+39 5.9855e+42 4.7313e+39 6.4347e+40 4.5774e+40 4.6011e+40 1.5339e+42 8.373e+41 2.1585e+42 1.7042e+41 4.198e+41 1.1725e+41 6.9442e+40 1.0324e+42 6.7606e+41
-2.0 0.3 100.0 -2.0 1.6195e+41 1.3985e+42 9.4773e+41 2.8527e+42 1.7777e+40 9.8475e+38 4.0558e+42 2.906e+39 2.6127e+40 1.8995e+40 2.7489e+40 9.0132e+41 4.9132e+41 1.0572e+42 1.0655e+41 2.6243e+41 9.476e+40 5.6172e+40 6.837e+41 4.4773e+41
-2.0 0.3 1000.0 -1.2 3.7087e+41 3.6908e+42 1.69e+42 5.087e+42 3.8437e+41 6.608e+39 1.1259e+43 1.95e+40 3.1261e+41 2.3092e+41 5.9147e+40 2.522e+42 1.3572e+42 5.6313e+42 2.4635e+41 6.0697e+41 1.1085e+41 6.7608e+40 1.5255e+42 1.0172e+42
-2.0 0.3 1000.0 -1.4 3.1082e+41 3.0329e+42 1.6281e+42 4.9005e+42 2.0371e+41 4.3618e+39 9.0864e+42 1.2872e+40 1.7407e+41 1.3131e+41 3.9608e+40 2.1001e+42 1.1214e+42 4.0749e+42 2.1838e+41 5.3804e+41 1.2576e+41 7.6722e+40 1.4223e+42 9.487e+41
-2.0 0.3 1000.0 -1.7 2.3903e+41 2.1438e+42 1.2898e+42 3.8822e+42 7.1296e+40 2.4407e+39 6.2952e+42 7.2024e+39 6.8662e+40 5.4827e+40 1.4544e+40 1.1854e+42 6.2826e+41 2.1795e+42 1.4558e+41 3.5865e+41 1.243e+41 7.5886e+40 1.0438e+42 6.9667e+41
-2.0 0.3 1000.0 -2.0 1.9242e+41 1.4822e+42 8.9913e+41 2.7064e+42 2.5157e+40 1.5649e+39 4.3048e+42 4.6181e+39 2.9448e+40 2.576e+40 3.3887e+39 4.9368e+41 2.6408e+41 1.0669e+42 8.2592e+40 2.0348e+41 1.0499e+41 6.4161e+40 6.5133e+41 4.351e+41
-2.0 0.3 10000.0 -1.2 4.82e+41 3.7494e+42 1.201e+42 3.6151e+42 6.1136e+41 1.6385e+40 1.1477e+43 4.8353e+40 3.8316e+41 3.6474e+41 1.0489e+39 3.4192e+41 1.7681e+41 5.2338e+42 8.5778e+40 2.114e+41 1.1767e+41 9.5139e+40 7.7289e+41 6.2542e+41
-2.0 0.3 10000.0 -1.4 4.306e+41 3.1245e+42 1.0798e+42 3.2502e+42 3.5578e+41 1.2071e+40 9.4052e+42 3.5621e+40 2.2663e+41 2.2164e+41 4.7351e+38 2.1665e+41 1.1352e+41 3.8235e+42 7.0421e+40 1.7355e+41 1.1366e+41 9.2165e+40 6.3997e+41 5.1913e+41
-2.0 0.3 10000.0 -1.7 3.7829e+41 2.2289e+42 7.3543e+41 2.2137e+42 1.5155e+41 7.9178e+39 6.5898e+42 2.3366e+40 1.024e+41 1.0733e+41 8.1083e+37 7.485e+40 4.0632e+40 2.0492e+42 3.9153e+40 9.6495e+40 8.1007e+40 6.6165e+40 3.7622e+41 3.0679e+41
-2.0 0.3 10000.0 -2.0 3.3844e+41 1.53e+42 4.1143e+41 1.2384e+42 6.6231e+40 5.8264e+39 4.4933e+42 1.7194e+40 4.8507e+40 5.7052e+40 9.3666e+36 2.1437e+40 1.17e+40 9.9431e+41 1.7334e+40 4.2721e+40 4.6337e+40 3.8163e+40 1.8728e+41 1.5358e+41
-2.0 0.5 100.0 -1.2 2.8989e+41 3.5127e+42 1.2397e+42 3.7315e+42 3.0088e+41 4.7101e+39 1.0777e+43 1.3899e+40 3.4219e+41 2.3836e+41 8.5107e+40 1.8045e+42 9.6748e+41 5.5104e+42 2.0092e+41 4.9509e+41 2.6147e+40 1.5473e+40 9.7616e+41 6.392e+41
-2.0 0.5 100.0 -1.4 2.3857e+41 2.8524e+42 1.2074e+42 3.6342e+42 1.5762e+41 2.9606e+39 8.5957e+42 8.7367e+39 1.9148e+41 1.34e+41 7.1011e+40 1.605e+42 8.6992e+41 3.9904e+42 1.8517e+41 4.5625e+41 2.9834e+40 1.7658e+40 9.2969e+41 6.0878e+41
-2.0 0.5 100.0 -1.7 1.7188e+41 1.982e+42 9.8386e+41 2.9614e+42 5.2102e+40 1.5968e+39 5.8465e+42 4.7122e+39 7.438e+40 5.2687e+40 4.7383e+40 1.1036e+42 6.0747e+41 2.139e+42 1.3516e+41 3.33e+41 2.9288e+40 1.7343e+40 7.1291e+41 4.6684e+41
-2.0 0.5 100.0 -2.0 1.2285e+41 1.3545e+42 7.1905e+41 2.1644e+42 1.5873e+40 9.7805e+38 3.943e+42 2.8862e+39 2.9129e+40 2.1058e+40 2.829e+40 6.5981e+41 3.6809e+41 1.0492e+42 8.6907e+40 2.141e+41 2.4379e+40 1.4448e+40 4.835e+41 3.1662e+41
-2.0 0.5 1000.0 -1.2 2.8382e+41 3.6686e+42 1.2754e+42 3.839e+42 3.2429e+41 6.5322e+39 1.1242e+43 1.9277e+40 3.526e+41 2.5895e+41 6.0522e+40 1.777e+42 9.4591e+41 5.6039e+42 1.9082e+41 4.7021e+41 2.737e+40 1.6691e+40 1.0331e+42 6.888e+41
-2.0 0.5 1000.0 -1.4 2.3793e+41 3.0121e+42 1.2362e+42 3.7208e+42 1.7452e+41 4.3277e+39 9.0668e+42 1.2771e+40 2.0001e+41 1.4947e+41 4.0713e+40 1.4851e+42 7.9345e+41 4.0581e+42 1.7156e+41 4.2274e+41 3.149e+40 1.9207e+40 9.7586e+41 6.5082e+41
-2.0 0.5 1000.0 -1.7 1.8336e+41 2.1262e+42 9.885e+41 2.9754e+42 6.1648e+40 2.4354e+39 6.2691e+42 7.1869e+39 7.869e+40 6.1853e+40 1.4956e+40 8.4716e+41 4.5246e+41 2.1729e+42 1.1663e+41 2.8738e+41 3.1799e+40 1.9407e+40 7.284e+41 4.8609e+41
-2.0 0.5 1000.0 -2.0 1.4811e+41 1.4702e+42 6.9462e+41 2.0908e+42 2.1556e+40 1.5711e+39 4.2828e+42 4.6364e+39 3.256e+40 2.7955e+40 3.4798e+39 3.6008e+41 1.9342e+41 1.0645e+42 6.7069e+40 1.6526e+41 2.7279e+40 1.6665e+40 4.5969e+41 3.0702e+41
